numvariable,num_constraints,problem_id,method,numlayer,circuit_depth,latency
4,2,9,HybridCVDV,8,86,32
4,2,0,Qubit-binary,9,18,85
4,2,0,Qubit-onehot,9,57,37
4,2,0,bosonicQAOA,9,48,5
4,2,0,HybridCVDV,9,61,94
4,2,1,Qubit-binary,9,26,36
4,2,1,Qubit-onehot,9,29,55
4,2,1,bosonicQAOA,9,52,20
4,2,1,HybridCVDV,9,43,55
4,2,2,Qubit-binary,9,51,11
4,2,2,Qubit-onehot,9,16,81
4,2,2,bosonicQAOA,9,85,9
4,2,2,HybridCVDV,9,62,38
4,2,3,Qubit-binary,9,10,8
4,2,3,Qubit-onehot,9,16,54
4,2,3,bosonicQAOA,9,90,88
4,2,3,HybridCVDV,9,70,72
4,2,4,Qubit-binary,9,95,99
4,2,4,Qubit-onehot,9,2,39
4,2,4,bosonicQAOA,9,33,20
4,2,4,HybridCVDV,9,34,75
4,2,5,Qubit-binary,9,83,74
4,2,5,Qubit-onehot,9,98,29
4,2,5,bosonicQAOA,9,32,91
4,2,5,HybridCVDV,9,20,5
4,2,6,Qubit-binary,9,64,69
4,2,6,Qubit-onehot,9,28,69
4,2,6,bosonicQAOA,9,34,32
4,2,6,HybridCVDV,9,41,67
4,2,7,Qubit-binary,9,8,7
4,2,7,Qubit-onehot,9,28,48
4,2,7,bosonicQAOA,9,81,43
4,2,7,HybridCVDV,9,34,76
4,2,8,Qubit-binary,9,20,51
4,2,8,Qubit-onehot,9,71,45
4,2,8,bosonicQAOA,9,16,47
4,2,8,HybridCVDV,9,8,65
4,2,9,Qubit-binary,9,14,42
4,2,9,Qubit-onehot,9,10,6
4,2,9,bosonicQAOA,9,86,69
4,2,9,HybridCVDV,9,59,77
5,2,0,Qubit-binary,1,47,20
5,2,0,Qubit-onehot,1,19,54
5,2,0,bosonicQAOA,1,59,47
5,2,0,HybridCVDV,1,97,42
5,2,1,Qubit-binary,1,69,44
5,2,1,Qubit-onehot,1,64,46
5,2,1,bosonicQAOA,1,35,44
5,2,1,HybridCVDV,1,78,98
5,2,2,Qubit-binary,1,31,68
5,2,2,Qubit-onehot,1,1,24
5,2,2,bosonicQAOA,1,13,28
5,2,2,HybridCVDV,1,6,67
5,2,3,Qubit-binary,1,45,85
5,2,3,Qubit-onehot,1,53,59
5,2,3,bosonicQAOA,1,89,2
5,2,3,HybridCVDV,1,77,4
5,2,4,Qubit-binary,1,29,7
5,2,4,Qubit-onehot,1,63,68
5,2,4,bosonicQAOA,1,94,52
5,2,4,HybridCVDV,1,17,56
5,2,5,Qubit-binary,1,6,66
5,2,5,Qubit-onehot,1,16,73
5,2,5,bosonicQAOA,1,96,46
5,2,5,HybridCVDV,1,11,50
5,2,6,Qubit-binary,1,2,96
5,2,6,Qubit-onehot,1,92,1
5,2,6,bosonicQAOA,1,44,18
5,2,6,HybridCVDV,1,75,39
5,2,7,Qubit-binary,1,71,22
5,2,7,Qubit-onehot,1,81,19
5,2,7,bosonicQAOA,1,56,44
5,2,7,HybridCVDV,1,54,60
5,2,8,Qubit-binary,1,41,7
5,2,8,Qubit-onehot,1,61,29
5,2,8,bosonicQAOA,1,80,19
5,2,8,HybridCVDV,1,17,71
5,2,9,Qubit-binary,1,21,95
5,2,9,Qubit-onehot,1,90,28
5,2,9,bosonicQAOA,1,9,3
5,2,9,HybridCVDV,1,12,5
5,2,0,Qubit-binary,2,4,81
5,2,0,Qubit-onehot,2,11,96
5,2,0,bosonicQAOA,2,15,96
5,2,0,HybridCVDV,2,67,93
5,2,1,Qubit-binary,2,61,90
5,2,1,Qubit-onehot,2,71,26
5,2,1,bosonicQAOA,2,61,93
5,2,1,HybridCVDV,2,12,51
5,2,2,Qubit-binary,2,27,70
5,2,2,Qubit-onehot,2,99,70
5,2,2,bosonicQAOA,2,19,93
5,2,2,HybridCVDV,2,97,60
5,2,3,Qubit-binary,2,23,28
5,2,3,Qubit-onehot,2,76,42
5,2,3,bosonicQAOA,2,20,33
5,2,3,HybridCVDV,2,86,2
5,2,4,Qubit-binary,2,23,46
5,2,4,Qubit-onehot,2,32,64
5,2,4,bosonicQAOA,2,11,23
5,2,4,HybridCVDV,2,52,85
5,2,5,Qubit-binary,2,9,39
5,2,5,Qubit-onehot,2,28,5
5,2,5,bosonicQAOA,2,2,77
5,2,5,HybridCVDV,2,8,51
5,2,6,Qubit-binary,2,51,90
5,2,6,Qubit-onehot,2,42,47
5,2,6,bosonicQAOA,2,85,4
5,2,6,HybridCVDV,2,4,25
5,2,7,Qubit-binary,2,8,15
5,2,7,Qubit-onehot,2,56,2
5,2,7,bosonicQAOA,2,26,47
5,2,7,HybridCVDV,2,23,39
5,2,8,Qubit-binary,2,44,75
5,2,8,Qubit-onehot,2,75,35
5,2,8,bosonicQAOA,2,18,33
5,2,8,HybridCVDV,2,36,80
5,2,9,Qubit-binary,2,71,9
5,2,9,Qubit-onehot,2,67,92
5,2,9,bosonicQAOA,2,24,42
5,2,9,HybridCVDV,2,81,52
5,2,0,Qubit-binary,3,42,76
5,2,0,Qubit-onehot,3,75,74
5,2,0,bosonicQAOA,3,57,40
5,2,0,HybridCVDV,3,50,10
5,2,1,Qubit-binary,3,32,81
5,2,1,Qubit-onehot,3,21,32
5,2,1,bosonicQAOA,3,7,15
5,2,1,HybridCVDV,3,81,48
5,2,2,Qubit-binary,3,62,25
5,2,2,Qubit-onehot,3,2,59
5,2,2,bosonicQAOA,3,66,2
5,2,2,HybridCVDV,3,21,10
5,2,3,Qubit-binary,3,75,89
5,2,3,Qubit-onehot,3,74,91
5,2,3,bosonicQAOA,3,72,83
5,2,3,HybridCVDV,3,99,35
5,2,4,Qubit-binary,3,81,73
5,2,4,Qubit-onehot,3,9,81
5,2,4,bosonicQAOA,3,27,51
5,2,4,HybridCVDV,3,19,63
5,2,5,Qubit-binary,3,44,18
5,2,5,Qubit-onehot,3,82,62
5,2,5,bosonicQAOA,3,98,97
5,2,5,HybridCVDV,3,90,83
5,2,6,Qubit-binary,3,59,13
5,2,6,Qubit-onehot,3,8,84
5,2,6,bosonicQAOA,3,38,1
5,2,6,HybridCVDV,3,30,71
5,2,7,Qubit-binary,3,3,80
5,2,7,Qubit-onehot,3,84,67
5,2,7,bosonicQAOA,3,38,14
5,2,7,HybridCVDV,3,96,96
5,2,8,Qubit-binary,3,76,44
5,2,8,Qubit-onehot,3,58,46
5,2,8,bosonicQAOA,3,31,27
5,2,8,HybridCVDV,3,80,89
5,2,9,Qubit-binary,3,5,66
5,2,9,Qubit-onehot,3,59,29
5,2,9,bosonicQAOA,3,89,65
5,2,9,HybridCVDV,3,22,74
5,2,0,Qubit-binary,4,31,82
5,2,0,Qubit-onehot,4,63,13
5,2,0,bosonicQAOA,4,76,70
5,2,0,HybridCVDV,4,18,63
5,2,1,Qubit-binary,4,75,55
5,2,1,Qubit-onehot,4,59,7
5,2,1,bosonicQAOA,4,6,50
5,2,1,HybridCVDV,4,61,41
5,2,2,Qubit-binary,4,63,66
5,2,2,Qubit-onehot,4,70,54
5,2,2,bosonicQAOA,4,82,68
5,2,2,HybridCVDV,4,14,93
5,2,3,Qubit-binary,4,15,20
5,2,3,Qubit-onehot,4,28,71
5,2,3,bosonicQAOA,4,77,4
5,2,3,HybridCVDV,4,48,20
5,2,4,Qubit-binary,4,75,73
5,2,4,Qubit-onehot,4,47,46
5,2,4,bosonicQAOA,4,21,96
5,2,4,HybridCVDV,4,58,15
5,2,5,Qubit-binary,4,63,68
5,2,5,Qubit-onehot,4,91,6
5,2,5,bosonicQAOA,4,22,75
5,2,5,HybridCVDV,4,47,2
5,2,6,Qubit-binary,4,32,82
5,2,6,Qubit-onehot,4,48,88
5,2,6,bosonicQAOA,4,63,77
5,2,6,HybridCVDV,4,42,27
5,2,7,Qubit-binary,4,43,15
5,2,7,Qubit-onehot,4,57,39
5,2,7,bosonicQAOA,4,17,62
5,2,7,HybridCVDV,4,67,13
5,2,8,Qubit-binary,4,80,39
5,2,8,Qubit-onehot,4,95,86
5,2,8,bosonicQAOA,4,55,47
5,2,8,HybridCVDV,4,55,4
5,2,9,Qubit-binary,4,87,88
5,2,9,Qubit-onehot,4,31,34
5,2,9,bosonicQAOA,4,25,46
5,2,9,HybridCVDV,4,66,75
5,2,0,Qubit-binary,5,37,46
5,2,0,Qubit-onehot,5,8,96
5,2,0,bosonicQAOA,5,41,2
5,2,0,HybridCVDV,5,8,70
5,2,1,Qubit-binary,5,74,54
5,2,1,Qubit-onehot,5,42,69
5,2,1,bosonicQAOA,5,10,86
5,2,1,HybridCVDV,5,37,16
5,2,2,Qubit-binary,5,23,41
5,2,2,Qubit-onehot,5,65,86
5,2,2,bosonicQAOA,5,65,49
5,2,2,HybridCVDV,5,53,63
5,2,3,Qubit-binary,5,58,77
5,2,3,Qubit-onehot,5,11,65
5,2,3,bosonicQAOA,5,26,23
5,2,3,HybridCVDV,5,24,63
5,2,4,Qubit-binary,5,2,58
5,2,4,Qubit-onehot,5,44,52
5,2,4,bosonicQAOA,5,82,2
5,2,4,HybridCVDV,5,93,18
5,2,5,Qubit-binary,5,96,78
5,2,5,Qubit-onehot,5,98,82
5,2,5,bosonicQAOA,5,73,67
5,2,5,HybridCVDV,5,89,70
5,2,6,Qubit-binary,5,27,58
5,2,6,Qubit-onehot,5,91,90
5,2,6,bosonicQAOA,5,91,25
5,2,6,HybridCVDV,5,19,77
5,2,7,Qubit-binary,5,1,8
5,2,7,Qubit-onehot,5,18,2
5,2,7,bosonicQAOA,5,12,24
5,2,7,HybridCVDV,5,56,13
5,2,8,Qubit-binary,5,19,16
5,2,8,Qubit-onehot,5,55,70
5,2,8,bosonicQAOA,5,5,29
5,2,8,HybridCVDV,5,97,85
5,2,9,Qubit-binary,5,49,39
5,2,9,Qubit-onehot,5,36,20
5,2,9,bosonicQAOA,5,38,26
5,2,9,HybridCVDV,5,73,39
5,2,0,Qubit-binary,6,17,79
5,2,0,Qubit-onehot,6,3,7
5,2,0,bosonicQAOA,6,28,29
5,2,0,HybridCVDV,6,33,59
5,2,1,Qubit-binary,6,21,14
5,2,1,Qubit-onehot,6,50,94
5,2,1,bosonicQAOA,6,63,4
5,2,1,HybridCVDV,6,2,41
5,2,2,Qubit-binary,6,1,5
5,2,2,Qubit-onehot,6,33,74
5,2,2,bosonicQAOA,6,37,45
5,2,2,HybridCVDV,6,9,14
5,2,3,Qubit-binary,6,83,53
5,2,3,Qubit-onehot,6,17,31
5,2,3,bosonicQAOA,6,47,59
5,2,3,HybridCVDV,6,48,26
5,2,4,Qubit-binary,6,99,69
5,2,4,Qubit-onehot,6,18,84
5,2,4,bosonicQAOA,6,94,41
5,2,4,HybridCVDV,6,65,27
5,2,5,Qubit-binary,6,84,96
5,2,5,Qubit-onehot,6,27,29
5,2,5,bosonicQAOA,6,76,66
5,2,5,HybridCVDV,6,35,71
5,2,6,Qubit-binary,6,75,93
5,2,6,Qubit-onehot,6,31,88
5,2,6,bosonicQAOA,6,77,51
5,2,6,HybridCVDV,6,41,37
5,2,7,Qubit-binary,6,9,82
5,2,7,Qubit-onehot,6,82,73
5,2,7,bosonicQAOA,6,79,70
5,2,7,HybridCVDV,6,47,96
5,2,8,Qubit-binary,6,63,93
5,2,8,Qubit-onehot,6,56,52
5,2,8,bosonicQAOA,6,21,36
5,2,8,HybridCVDV,6,43,74
5,2,9,Qubit-binary,6,68,67
5,2,9,Qubit-onehot,6,22,55
5,2,9,bosonicQAOA,6,77,55
5,2,9,HybridCVDV,6,63,93
5,2,0,Qubit-binary,7,41,30
5,2,0,Qubit-onehot,7,99,38
5,2,0,bosonicQAOA,7,41,18
5,2,0,HybridCVDV,7,4,38
5,2,1,Qubit-binary,7,39,43
5,2,1,Qubit-onehot,7,68,94
5,2,1,bosonicQAOA,7,28,42
5,2,1,HybridCVDV,7,74,80
5,2,2,Qubit-binary,7,36,72
5,2,2,Qubit-onehot,7,18,8
5,2,2,bosonicQAOA,7,22,62
5,2,2,HybridCVDV,7,25,3
5,2,3,Qubit-binary,7,84,83
5,2,3,Qubit-onehot,7,22,69
5,2,3,bosonicQAOA,7,15,7
5,2,3,HybridCVDV,7,97,9
5,2,4,Qubit-binary,7,75,29
5,2,4,Qubit-onehot,7,2,76
5,2,4,bosonicQAOA,7,17,54
5,2,4,HybridCVDV,7,67,30
5,2,5,Qubit-binary,7,94,85
5,2,5,Qubit-onehot,7,91,23
5,2,5,bosonicQAOA,7,97,83
5,2,5,HybridCVDV,7,4,93
5,2,6,Qubit-binary,7,71,30
5,2,6,Qubit-onehot,7,31,99
5,2,6,bosonicQAOA,7,68,32
5,2,6,HybridCVDV,7,50,96
5,2,7,Qubit-binary,7,75,66
5,2,7,Qubit-onehot,7,66,12
5,2,7,bosonicQAOA,7,35,95
5,2,7,HybridCVDV,7,25,8
5,2,8,Qubit-binary,7,5,40
5,2,8,Qubit-onehot,7,1,26
5,2,8,bosonicQAOA,7,68,98
5,2,8,HybridCVDV,7,28,36
5,2,9,Qubit-binary,7,85,94
5,2,9,Qubit-onehot,7,69,93
5,2,9,bosonicQAOA,7,47,88
5,2,9,HybridCVDV,7,77,25
5,2,0,Qubit-binary,8,36,52
5,2,0,Qubit-onehot,8,20,84
5,2,0,bosonicQAOA,8,11,23
5,2,0,HybridCVDV,8,58,3
5,2,1,Qubit-binary,8,61,78
5,2,1,Qubit-onehot,8,38,85
5,2,1,bosonicQAOA,8,13,20
5,2,1,HybridCVDV,8,34,94
5,2,2,Qubit-binary,8,88,9
5,2,2,Qubit-onehot,8,69,65
5,2,2,bosonicQAOA,8,11,54
5,2,2,HybridCVDV,8,86,20
5,2,3,Qubit-binary,8,16,54
5,2,3,Qubit-onehot,8,53,25
5,2,3,bosonicQAOA,8,93,81
5,2,3,HybridCVDV,8,39,15
5,2,4,Qubit-binary,8,95,74
5,2,4,Qubit-onehot,8,13,91
5,2,4,bosonicQAOA,8,63,11
5,2,4,HybridCVDV,8,87,60
5,2,5,Qubit-binary,8,11,32
5,2,5,Qubit-onehot,8,4,34
5,2,5,bosonicQAOA,8,55,84
5,2,5,HybridCVDV,8,38,58
5,2,6,Qubit-binary,8,18,84
5,2,6,Qubit-onehot,8,5,72
5,2,6,bosonicQAOA,8,7,50
5,2,6,HybridCVDV,8,61,56
5,2,7,Qubit-binary,8,18,51
5,2,7,Qubit-onehot,8,30,38
5,2,7,bosonicQAOA,8,95,88
5,2,7,HybridCVDV,8,45,90
5,2,8,Qubit-binary,8,2,64
5,2,8,Qubit-onehot,8,11,77
5,2,8,bosonicQAOA,8,13,20
5,2,8,HybridCVDV,8,98,62
5,2,9,Qubit-binary,8,40,5
5,2,9,Qubit-onehot,8,65,95
5,2,9,bosonicQAOA,8,81,2
5,2,9,HybridCVDV,8,81,93
5,2,0,Qubit-binary,9,37,43
5,2,0,Qubit-onehot,9,33,62
5,2,0,bosonicQAOA,9,3,80
5,2,0,HybridCVDV,9,13,71
5,2,1,Qubit-binary,9,92,38
5,2,1,Qubit-onehot,9,29,43
5,2,1,bosonicQAOA,9,5,6
5,2,1,HybridCVDV,9,35,65
5,2,2,Qubit-binary,9,33,24
5,2,2,Qubit-onehot,9,27,92
5,2,2,bosonicQAOA,9,25,3
5,2,2,HybridCVDV,9,60,40
5,2,3,Qubit-binary,9,45,91
5,2,3,Qubit-onehot,9,2,8
5,2,3,bosonicQAOA,9,81,22
5,2,3,HybridCVDV,9,36,80
5,2,4,Qubit-binary,9,13,82
5,2,4,Qubit-onehot,9,93,39
5,2,4,bosonicQAOA,9,4,87
5,2,4,HybridCVDV,9,27,84
5,2,5,Qubit-binary,9,70,58
5,2,5,Qubit-onehot,9,45,72
5,2,5,bosonicQAOA,9,77,76
5,2,5,HybridCVDV,9,54,20
5,2,6,Qubit-binary,9,53,56
5,2,6,Qubit-onehot,9,87,78
5,2,6,bosonicQAOA,9,71,31
5,2,6,HybridCVDV,9,21,79
5,2,7,Qubit-binary,9,35,48
5,2,7,Qubit-onehot,9,40,23
5,2,7,bosonicQAOA,9,90,44
5,2,7,HybridCVDV,9,92,98
5,2,8,Qubit-binary,9,92,17
5,2,8,Qubit-onehot,9,12,35
5,2,8,bosonicQAOA,9,29,28
5,2,8,HybridCVDV,9,11,8
5,2,9,Qubit-binary,9,33,13
5,2,9,Qubit-onehot,9,91,76
5,2,9,bosonicQAOA,9,68,21
5,2,9,HybridCVDV,9,5,70
5,3,0,Qubit-binary,1,9,69
5,3,0,Qubit-onehot,1,35,92
5,3,0,bosonicQAOA,1,9,19
5,3,0,HybridCVDV,1,29,54
5,3,1,Qubit-binary,1,72,34
5,3,1,Qubit-onehot,1,56,4
5,3,1,bosonicQAOA,1,22,9
5,3,1,HybridCVDV,1,97,52
5,3,2,Qubit-binary,1,41,70
5,3,2,Qubit-onehot,1,19,11
5,3,2,bosonicQAOA,1,12,57
5,3,2,HybridCVDV,1,87,87
5,3,3,Qubit-binary,1,98,35
5,3,3,Qubit-onehot,1,15,57
5,3,3,bosonicQAOA,1,69,12
5,3,3,HybridCVDV,1,70,57
5,3,4,Qubit-binary,1,61,13
5,3,4,Qubit-onehot,1,45,13
5,3,4,bosonicQAOA,1,58,44
5,3,4,HybridCVDV,1,13,2
5,3,5,Qubit-binary,1,6,94
5,3,5,Qubit-onehot,1,26,31
5,3,5,bosonicQAOA,1,3,64
5,3,5,HybridCVDV,1,72,48
5,3,6,Qubit-binary,1,62,62
5,3,6,Qubit-onehot,1,18,4
5,3,6,bosonicQAOA,1,38,79
5,3,6,HybridCVDV,1,32,85
5,3,7,Qubit-binary,1,1,95
5,3,7,Qubit-onehot,1,11,27
5,3,7,bosonicQAOA,1,78,42
5,3,7,HybridCVDV,1,5,27
5,3,8,Qubit-binary,1,3,72
5,3,8,Qubit-onehot,1,61,29
5,3,8,bosonicQAOA,1,31,80
5,3,8,HybridCVDV,1,36,94
5,3,9,Qubit-binary,1,5,13
5,3,9,Qubit-onehot,1,42,75
5,3,9,bosonicQAOA,1,77,49
5,3,9,HybridCVDV,1,22,78
5,3,0,Qubit-binary,2,35,83
5,3,0,Qubit-onehot,2,69,24
5,3,0,bosonicQAOA,2,38,26
5,3,0,HybridCVDV,2,75,42
5,3,1,Qubit-binary,2,61,45
5,3,1,Qubit-onehot,2,34,6
5,3,1,bosonicQAOA,2,69,27
5,3,1,HybridCVDV,2,89,56
5,3,2,Qubit-binary,2,50,79
5,3,2,Qubit-onehot,2,54,21
5,3,2,bosonicQAOA,2,36,88
5,3,2,HybridCVDV,2,68,36
5,3,3,Qubit-binary,2,5,41
5,3,3,Qubit-onehot,2,89,69
5,3,3,bosonicQAOA,2,12,56
5,3,3,HybridCVDV,2,36,15
5,3,4,Qubit-binary,2,28,55
5,3,4,Qubit-onehot,2,91,81
5,3,4,bosonicQAOA,2,70,30
5,3,4,HybridCVDV,2,52,58
5,3,5,Qubit-binary,2,67,96
5,3,5,Qubit-onehot,2,88,58
5,3,5,bosonicQAOA,2,65,31
5,3,5,HybridCVDV,2,31,65
5,3,6,Qubit-binary,2,13,87
5,3,6,Qubit-onehot,2,59,30
5,3,6,bosonicQAOA,2,49,63
5,3,6,HybridCVDV,2,68,71
5,3,7,Qubit-binary,2,41,6
5,3,7,Qubit-onehot,2,44,71
5,3,7,bosonicQAOA,2,74,3
5,3,7,HybridCVDV,2,67,96
5,3,8,Qubit-binary,2,39,45
5,3,8,Qubit-onehot,2,53,40
5,3,8,bosonicQAOA,2,4,50
5,3,8,HybridCVDV,2,23,89
5,3,9,Qubit-binary,2,71,75
5,3,9,Qubit-onehot,2,33,80
5,3,9,bosonicQAOA,2,68,43
5,3,9,HybridCVDV,2,30,32
5,3,0,Qubit-binary,3,22,35
5,3,0,Qubit-onehot,3,78,11
5,3,0,bosonicQAOA,3,19,22
5,3,0,HybridCVDV,3,31,40
5,3,1,Qubit-binary,3,28,81
5,3,1,Qubit-onehot,3,18,27
5,3,1,bosonicQAOA,3,59,18
5,3,1,HybridCVDV,3,78,70
5,3,2,Qubit-binary,3,69,87
5,3,2,Qubit-onehot,3,4,93
5,3,2,bosonicQAOA,3,48,74
5,3,2,HybridCVDV,3,40,17
5,3,3,Qubit-binary,3,16,9
5,3,3,Qubit-onehot,3,79,61
5,3,3,bosonicQAOA,3,51,8
5,3,3,HybridCVDV,3,12,64
5,3,4,Qubit-binary,3,19,98
5,3,4,Qubit-onehot,3,42,12
5,3,4,bosonicQAOA,3,60,79
5,3,4,HybridCVDV,3,9,11
5,3,5,Qubit-binary,3,42,47
5,3,5,Qubit-onehot,3,14,96
5,3,5,bosonicQAOA,3,34,62
5,3,5,HybridCVDV,3,83,8
5,3,6,Qubit-binary,3,6,19
5,3,6,Qubit-onehot,3,24,26
5,3,6,bosonicQAOA,3,90,41
5,3,6,HybridCVDV,3,99,28
5,3,7,Qubit-binary,3,90,54
5,3,7,Qubit-onehot,3,74,32
5,3,7,bosonicQAOA,3,36,8
5,3,7,HybridCVDV,3,81,88
5,3,8,Qubit-binary,3,19,83
5,3,8,Qubit-onehot,3,25,23
5,3,8,bosonicQAOA,3,84,42
5,3,8,HybridCVDV,3,99,86
5,3,9,Qubit-binary,3,18,87
5,3,9,Qubit-onehot,3,47,8
5,3,9,bosonicQAOA,3,64,33
5,3,9,HybridCVDV,3,99,61
5,3,0,Qubit-binary,4,82,54
5,3,0,Qubit-onehot,4,71,65
5,3,0,bosonicQAOA,4,50,5
5,3,0,HybridCVDV,4,87,95
5,3,1,Qubit-binary,4,90,18
5,3,1,Qubit-onehot,4,41,20
5,3,1,bosonicQAOA,4,23,43
5,3,1,HybridCVDV,4,6,6
5,3,2,Qubit-binary,4,98,33
5,3,2,Qubit-onehot,4,63,25
5,3,2,bosonicQAOA,4,74,78
5,3,2,HybridCVDV,4,61,40
5,3,3,Qubit-binary,4,11,36
5,3,3,Qubit-onehot,4,31,81
5,3,3,bosonicQAOA,4,82,99
5,3,3,HybridCVDV,4,56,73
5,3,4,Qubit-binary,4,16,32
5,3,4,Qubit-onehot,4,7,86
5,3,4,bosonicQAOA,4,89,12
5,3,4,HybridCVDV,4,60,91
5,3,5,Qubit-binary,4,18,55
5,3,5,Qubit-onehot,4,70,75
5,3,5,bosonicQAOA,4,19,77
5,3,5,HybridCVDV,4,12,48
5,3,6,Qubit-binary,4,27,78
5,3,6,Qubit-onehot,4,98,37
5,3,6,bosonicQAOA,4,61,98
5,3,6,HybridCVDV,4,82,94
5,3,7,Qubit-binary,4,78,62
5,3,7,Qubit-onehot,4,60,39
5,3,7,bosonicQAOA,4,84,21
5,3,7,HybridCVDV,4,97,46
5,3,8,Qubit-binary,4,73,71
5,3,8,Qubit-onehot,4,21,6
5,3,8,bosonicQAOA,4,17,17
5,3,8,HybridCVDV,4,66,84
5,3,9,Qubit-binary,4,79,32
5,3,9,Qubit-onehot,4,55,28
5,3,9,bosonicQAOA,4,99,72
5,3,9,HybridCVDV,4,25,25
5,3,0,Qubit-binary,5,37,43
5,3,0,Qubit-onehot,5,44,65
5,3,0,bosonicQAOA,5,26,54
5,3,0,HybridCVDV,5,26,93
5,3,1,Qubit-binary,5,79,93
5,3,1,Qubit-onehot,5,28,91
5,3,1,bosonicQAOA,5,7,63
5,3,1,HybridCVDV,5,95,23
5,3,2,Qubit-binary,5,48,81
5,3,2,Qubit-onehot,5,8,96
5,3,2,bosonicQAOA,5,81,90
5,3,2,HybridCVDV,5,72,87
5,3,3,Qubit-binary,5,54,40
5,3,3,Qubit-onehot,5,28,48
5,3,3,bosonicQAOA,5,98,91
5,3,3,HybridCVDV,5,38,71
5,3,4,Qubit-binary,5,62,85
5,3,4,Qubit-onehot,5,17,45
5,3,4,bosonicQAOA,5,89,16
5,3,4,HybridCVDV,5,80,62
5,3,5,Qubit-binary,5,24,60
5,3,5,Qubit-onehot,5,67,93
5,3,5,bosonicQAOA,5,39,57
5,3,5,HybridCVDV,5,66,89
5,3,6,Qubit-binary,5,26,51
5,3,6,Qubit-onehot,5,13,20
5,3,6,bosonicQAOA,5,19,12
5,3,6,HybridCVDV,5,51,65
5,3,7,Qubit-binary,5,46,95
5,3,7,Qubit-onehot,5,97,40
5,3,7,bosonicQAOA,5,48,55
5,3,7,HybridCVDV,5,98,6
5,3,8,Qubit-binary,5,81,74
5,3,8,Qubit-onehot,5,69,13
5,3,8,bosonicQAOA,5,50,67
5,3,8,HybridCVDV,5,69,65
5,3,9,Qubit-binary,5,57,94
5,3,9,Qubit-onehot,5,4,36
5,3,9,bosonicQAOA,5,21,40
5,3,9,HybridCVDV,5,24,48
5,3,0,Qubit-binary,6,36,53
5,3,0,Qubit-onehot,6,23,78
5,3,0,bosonicQAOA,6,76,57
5,3,0,HybridCVDV,6,18,55
5,3,1,Qubit-binary,6,46,24
5,3,1,Qubit-onehot,6,67,54
5,3,1,bosonicQAOA,6,43,10
5,3,1,HybridCVDV,6,92,15
5,3,2,Qubit-binary,6,21,2
5,3,2,Qubit-onehot,6,40,60
5,3,2,bosonicQAOA,6,43,83
5,3,2,HybridCVDV,6,35,62
5,3,3,Qubit-binary,6,74,31
5,3,3,Qubit-onehot,6,59,39
5,3,3,bosonicQAOA,6,96,55
5,3,3,HybridCVDV,6,95,29
5,3,4,Qubit-binary,6,59,42
5,3,4,Qubit-onehot,6,30,22
5,3,4,bosonicQAOA,6,39,11
5,3,4,HybridCVDV,6,34,13
5,3,5,Qubit-binary,6,87,10
5,3,5,Qubit-onehot,6,60,32
5,3,5,bosonicQAOA,6,28,50
5,3,5,HybridCVDV,6,75,41
5,3,6,Qubit-binary,6,52,49
5,3,6,Qubit-onehot,6,8,67
5,3,6,bosonicQAOA,6,84,18
5,3,6,HybridCVDV,6,95,4
5,3,7,Qubit-binary,6,47,15
5,3,7,Qubit-onehot,6,67,91
5,3,7,bosonicQAOA,6,96,23
5,3,7,HybridCVDV,6,82,17
5,3,8,Qubit-binary,6,38,4
5,3,8,Qubit-onehot,6,69,33
5,3,8,bosonicQAOA,6,14,38
5,3,8,HybridCVDV,6,48,91
5,3,9,Qubit-binary,6,75,45
5,3,9,Qubit-onehot,6,35,37
5,3,9,bosonicQAOA,6,86,9
5,3,9,HybridCVDV,6,80,58
5,3,0,Qubit-binary,7,12,60
5,3,0,Qubit-onehot,7,65,72
5,3,0,bosonicQAOA,7,27,33
5,3,0,HybridCVDV,7,71,48
5,3,1,Qubit-binary,7,60,35
5,3,1,Qubit-onehot,7,81,54
5,3,1,bosonicQAOA,7,16,11
5,3,1,HybridCVDV,7,77,64
5,3,2,Qubit-binary,7,46,44
5,3,2,Qubit-onehot,7,16,98
5,3,2,bosonicQAOA,7,92,29
5,3,2,HybridCVDV,7,57,63
5,3,3,Qubit-binary,7,4,95
5,3,3,Qubit-onehot,7,54,42
5,3,3,bosonicQAOA,7,25,69
5,3,3,HybridCVDV,7,45,62
5,3,4,Qubit-binary,7,70,15
5,3,4,Qubit-onehot,7,78,59
5,3,4,bosonicQAOA,7,87,38
5,3,4,HybridCVDV,7,92,94
5,3,5,Qubit-binary,7,97,14
5,3,5,Qubit-onehot,7,76,2
5,3,5,bosonicQAOA,7,52,48
5,3,5,HybridCVDV,7,71,8
5,3,6,Qubit-binary,7,60,99
5,3,6,Qubit-onehot,7,45,4
5,3,6,bosonicQAOA,7,86,14
5,3,6,HybridCVDV,7,96,75
5,3,7,Qubit-binary,7,6,56
5,3,7,Qubit-onehot,7,64,54
5,3,7,bosonicQAOA,7,12,15
5,3,7,HybridCVDV,7,74,11
5,3,8,Qubit-binary,7,83,47
5,3,8,Qubit-onehot,7,88,36
5,3,8,bosonicQAOA,7,96,19
5,3,8,HybridCVDV,7,80,46
5,3,9,Qubit-binary,7,51,52
5,3,9,Qubit-onehot,7,54,95
5,3,9,bosonicQAOA,7,73,46
5,3,9,HybridCVDV,7,37,25
